	Unnamed: 0	chr	start	end	no drugs avg	with drugs avg	change	close genes
0	122	1.0	197149593.0	197149670.0	0.926743642982076	0.320057177275883	0.606686465706193	[]
1	126	1.0	220164475.0	220164575.0	0.917342233637754	0.2260348761744969	0.6913073574632571	[]
2	147	1.0	98286051.0	98286321.0	0.9004160557750709	0.297318213864956	0.603097841910115	[]
3	220	1.0	178279893.0	178280005.0	0.92242739916997	0.321349524122498	0.6010778750474719	[]
4	350	1.0	217920694.0	217920754.0	0.8767642962325309	0.2252125564718689	0.6515517397606619	[]
5	425	1.0	91977035.0	91977305.0	0.9185031437452421	0.291613394471932	0.6268897492733101	[]
6	443	1.0	62996254.0	62996494.0	0.941344918530751	0.30595628034155103	0.6353886381892	[]
7	524	1.0	88646350.0	88646429.0	0.9162336852723392	0.30547516832628197	0.6107585169460572	[]
8	536	1.0	178252084.0	178252354.0	0.956220746821678	0.31216957729775	0.6440511695239279	[]
9	637	1.0	28535479.0	28535630.0	0.922122583527756	0.32147311437622195	0.6006494691515339	"[' ""PRDX3P2""']"
10	672	1.0	221651504.0	221651631.0	0.905186665020455	0.294126643468258	0.6110600215521971	[]
11	941	1.0	220286569.0	220286839.0	0.9568391252753372	0.32972000534311796	0.6271191199322191	[]
12	1195	1.0	108859246.0	108859516.0	0.9370535208101758	0.284968707302156	0.6520848135080197	"[' ""SPATA42""']"
13	1198	1.0	31807935.0	31808175.0	0.9541924868794928	0.33636708440343394	0.617825402476059	[]
14	1231	1.0	215779999.0	215780239.0	0.895421798954532	0.28383146365456297	0.611590335299969	[]
15	1266	1.0	3702093.0	3702333.0	0.9294615419383221	0.31187984635465005	0.617581695583672	[]
16	1339	1.0	101704347.0	101704587.0	0.861464664663411	0.240376746107798	0.621087918555613	[]
17	1389	1.0	220363157.0	220363397.0	0.893628879648701	0.261138093256216	0.6324907863924849	"[' ""AL451081.1""']"
18	1411	1.0	100500122.0	100500362.0	0.983227792178967	0.37741508734335294	0.6058127048356141	[]
19	1489	1.0	205779684.0	205779924.0	0.953800532736397	0.3331141818430711	0.6206863508933259	"[' ""AC119673.1""']"
20	1657	1.0	236096819.0	236097089.0	0.9332191418420508	0.302385613683373	0.6308335281586779	[]
21	1758	1.0	178252174.0	178252253.0	0.9624285194600458	0.319396223121708	0.6430322963383378	[]
22	1827	1.0	193039200.0	193039440.0	0.946072627124896	0.337638776326324	0.608433850798572	[]
23	2098	1.0	156289480.0	156289720.0	0.950548978061822	0.33688088403385197	0.6136680940279701	"[' ""TMEM79""', ' ""GLMP""', ' ""VHLL""']"
24	2471	1.0	28535500.0	28536030.0	0.918304613912519	0.29857421284273306	0.6197304010697859	"[' ""PRDX3P2""']"
